|	no. of generations	|	minimum fitness 	|	50th percentile fitness	|	maximum fitness 	|
-----------------------------------------------------------------------------------------------------------------------
|		3600		|	1.41E-06		|	4.20E-06		|	1.67E-04		|
|		3610		|	1.42E-06		|	4.67E-06		|	1.67E-04		|
|		3620		|	1.43E-06		|	4.73E-06		|	1.67E-04		|
|		3630		|	1.40E-06		|	4.58E-06		|	1.67E-04		|
|		3640		|	1.38E-06		|	4.79E-06		|	1.67E-04		|
|		3650		|	1.41E-06		|	6.50E-06		|	1.67E-04		|
|		3660		|	1.39E-06		|	4.21E-06		|	1.67E-04		|
|		3670		|	1.39E-06		|	4.91E-06		|	1.67E-04		|
|		3680		|	1.41E-06		|	4.64E-06		|	1.67E-04		|
|		3690		|	1.39E-06		|	4.71E-06		|	1.67E-04		|
|		3700		|	1.41E-06		|	4.66E-06		|	1.67E-04		|
|		3710		|	1.41E-06		|	4.38E-06		|	1.67E-04		|
|		3720		|	1.41E-06		|	6.41E-06		|	1.67E-04		|
|		3730		|	1.36E-06		|	5.13E-06		|	1.67E-04		|
|		3740		|	1.42E-06		|	4.53E-06		|	1.67E-04		|
|		3750		|	1.41E-06		|	4.54E-06		|	1.67E-04		|
|		3760		|	1.44E-06		|	6.25E-06		|	1.67E-04		|
|		3770		|	1.39E-06		|	5.07E-06		|	1.67E-04		|
|		3780		|	1.40E-06		|	5.21E-06		|	1.67E-04		|
|		3790		|	1.40E-06		|	4.76E-06		|	1.67E-04		|
|		3800		|	1.41E-06		|	4.65E-06		|	1.67E-04		|
|		3810		|	1.48E-06		|	5.68E-06		|	1.67E-04		|
|		3820		|	1.41E-06		|	5.12E-06		|	1.67E-04		|
|		3830		|	1.41E-06		|	6.42E-06		|	1.67E-04		|
|		3840		|	1.41E-06		|	5.13E-06		|	1.67E-04		|
|		3850		|	1.49E-06		|	5.83E-06		|	1.67E-04		|
|		3860		|	1.46E-06		|	5.62E-06		|	1.67E-04		|
|		3870		|	1.39E-06		|	4.23E-06		|	1.67E-04		|
|		3880		|	1.39E-06		|	4.86E-06		|	1.67E-04		|
|		3890		|	1.40E-06		|	4.59E-06		|	1.67E-04		|
|		3900		|	1.40E-06		|	5.30E-06		|	1.67E-04		|
|		3910		|	1.40E-06		|	4.31E-06		|	1.67E-04		|
|		3920		|	1.42E-06		|	5.97E-06		|	1.67E-04		|
|		3930		|	1.42E-06		|	4.34E-06		|	1.67E-04		|
|		3940		|	1.43E-06		|	4.39E-06		|	1.67E-04		|
|		3950		|	1.20E-06		|	4.30E-06		|	1.67E-04		|
|		3960		|	1.41E-06		|	5.05E-06		|	1.67E-04		|
|		3970		|	1.45E-06		|	4.84E-06		|	1.67E-04		|
|		3980		|	1.41E-06		|	4.51E-06		|	1.67E-04		|
|		3990		|	1.43E-06		|	4.52E-06		|	1.67E-04		|
|		4000		|	1.40E-06		|	5.72E-06		|	1.67E-04		|
|		4010		|	1.26E-06		|	4.62E-06		|	1.67E-04		|
|		4020		|	1.41E-06		|	4.71E-06		|	1.67E-04		|
|		4030		|	1.39E-06		|	4.99E-06		|	1.67E-04		|
|		4040		|	1.39E-06		|	4.21E-06		|	1.67E-04		|
|		4050		|	1.39E-06		|	5.35E-06		|	1.67E-04		|
|		4060		|	1.44E-06		|	4.63E-06		|	1.67E-04		|
|		4070		|	1.38E-06		|	4.31E-06		|	1.67E-04		|
|		4080		|	1.31E-06		|	4.43E-06		|	1.67E-04		|
|		4090		|	1.38E-06		|	5.11E-06		|	1.67E-04		|
|		4100		|	1.39E-06		|	5.92E-06		|	1.67E-04		|
|		4110		|	1.38E-06		|	4.27E-06		|	1.67E-04		|
|		4120		|	1.42E-06		|	4.54E-06		|	1.67E-04		|
|		4130		|	1.42E-06		|	4.26E-06		|	1.67E-04		|
|		4140		|	1.39E-06		|	6.55E-06		|	1.67E-04		|
|		4150		|	1.45E-06		|	6.39E-06		|	1.67E-04		|
|		4160		|	1.39E-06		|	5.20E-06		|	1.67E-04		|
|		4170		|	1.39E-06		|	4.65E-06		|	1.67E-04		|
|		4180		|	1.42E-06		|	6.00E-06		|	1.67E-04		|
|		4190		|	1.39E-06		|	4.70E-06		|	1.67E-04		|
|		4200		|	1.41E-06		|	5.64E-06		|	1.67E-04		|
|		4210		|	1.41E-06		|	4.68E-06		|	1.67E-04		|
|		4220		|	1.40E-06		|	5.36E-06		|	1.67E-04		|
|		4230		|	1.38E-06		|	5.94E-06		|	1.67E-04		|
|		4240		|	1.41E-06		|	5.89E-06		|	1.67E-04		|
|		4250		|	1.10E-06		|	4.68E-06		|	1.67E-04		|
|		4260		|	1.40E-06		|	4.27E-06		|	1.67E-04		|
|		4270		|	1.39E-06		|	4.29E-06		|	1.67E-04		|
|		4280		|	1.19E-06		|	4.18E-06		|	1.67E-04		|
|		4290		|	1.41E-06		|	5.40E-06		|	1.67E-04		|
|		4300		|	1.41E-06		|	6.26E-06		|	1.67E-04		|
|		4310		|	1.40E-06		|	4.40E-06		|	1.67E-04		|
|		4320		|	1.42E-06		|	4.17E-06		|	1.67E-04		|
|		4330		|	1.39E-06		|	6.37E-06		|	1.67E-04		|
|		4340		|	1.41E-06		|	6.11E-06		|	1.67E-04		|
|		4350		|	1.41E-06		|	4.48E-06		|	1.67E-04		|
|		4360		|	1.45E-06		|	6.04E-06		|	1.67E-04		|
|		4370		|	1.43E-06		|	5.86E-06		|	1.67E-04		|
|		4380		|	1.41E-06		|	4.31E-06		|	1.67E-04		|
|		4390		|	1.41E-06		|	4.39E-06		|	1.67E-04		|
|		4400		|	1.39E-06		|	4.86E-06		|	1.67E-04		|
|		4410		|	1.39E-06		|	4.65E-06		|	1.67E-04		|
|		4420		|	1.42E-06		|	5.45E-06		|	1.67E-04		|
|		4430		|	1.42E-06		|	4.61E-06		|	1.67E-04		|
|		4440		|	1.40E-06		|	4.16E-06		|	1.67E-04		|
|		4450		|	1.40E-06		|	6.13E-06		|	1.67E-04		|
|		4460		|	1.40E-06		|	4.69E-06		|	1.67E-04		|
|		4470		|	1.43E-06		|	5.95E-06		|	1.67E-04		|
|		4480		|	1.42E-06		|	4.27E-06		|	1.67E-04		|
|		4490		|	1.40E-06		|	4.26E-06		|	1.67E-04		|
|		4500		|	1.39E-06		|	4.51E-06		|	1.67E-04		|
|		4510		|	1.39E-06		|	5.87E-06		|	1.67E-04		|
|		4520		|	1.38E-06		|	4.97E-06		|	1.67E-04		|
|		4530		|	1.47E-06		|	5.27E-06		|	1.67E-04		|
|		4540		|	1.42E-06		|	4.30E-06		|	1.67E-04		|
|		4550		|	1.38E-06		|	5.98E-06		|	1.67E-04		|
|		4560		|	1.42E-06		|	5.76E-06		|	1.67E-04		|
|		4570		|	1.43E-06		|	4.93E-06		|	1.67E-04		|
|		4580		|	1.43E-06		|	4.31E-06		|	1.67E-04		|
|		4590		|	1.41E-06		|	4.91E-06		|	1.67E-04		|
|		4600		|	1.42E-06		|	6.30E-06		|	1.67E-04		|
|		4610		|	1.38E-06		|	4.60E-06		|	1.67E-04		|
|		4620		|	1.39E-06		|	4.25E-06		|	1.67E-04		|
|		4630		|	1.38E-06		|	6.06E-06		|	1.67E-04		|
|		4640		|	1.42E-06		|	4.51E-06		|	1.67E-04		|
|		4650		|	1.40E-06		|	6.56E-06		|	1.67E-04		|
|		4660		|	1.40E-06		|	4.37E-06		|	1.67E-04		|
|		4670		|	1.39E-06		|	5.97E-06		|	1.67E-04		|
|		4680		|	1.41E-06		|	4.95E-06		|	1.67E-04		|
|		4690		|	1.38E-06		|	4.49E-06		|	1.67E-04		|
|		4700		|	1.39E-06		|	4.29E-06		|	1.67E-04		|
|		4710		|	1.16E-06		|	6.06E-06		|	1.67E-04		|
|		4720		|	1.41E-06		|	5.75E-06		|	1.67E-04		|
|		4730		|	1.40E-06		|	5.30E-06		|	1.67E-04		|
|		4740		|	1.41E-06		|	5.65E-06		|	1.67E-04		|
|		4750		|	1.01E-06		|	4.38E-06		|	1.67E-04		|
|		4760		|	1.41E-06		|	6.02E-06		|	1.67E-04		|
|		4770		|	1.45E-06		|	6.32E-06		|	1.67E-04		|
|		4780		|	1.40E-06		|	4.29E-06		|	1.67E-04		|
|		4790		|	1.36E-06		|	5.49E-06		|	1.67E-04		|
|		4800		|	1.42E-06		|	4.23E-06		|	1.67E-04		|
|		4810		|	1.43E-06		|	4.76E-06		|	1.67E-04		|
|		4820		|	1.37E-06		|	4.80E-06		|	1.67E-04		|
|		4830		|	1.37E-06		|	4.65E-06		|	1.67E-04		|
|		4840		|	1.40E-06		|	5.94E-06		|	1.67E-04		|
|		4850		|	1.41E-06		|	6.46E-06		|	1.67E-04		|
|		4860		|	1.39E-06		|	4.38E-06		|	1.67E-04		|
|		4870		|	1.41E-06		|	4.36E-06		|	1.67E-04		|
|		4880		|	1.41E-06		|	6.14E-06		|	1.67E-04		|
|		4890		|	1.43E-06		|	6.51E-06		|	1.67E-04		|
|		4900		|	1.38E-06		|	4.31E-06		|	1.67E-04		|
|		4910		|	1.40E-06		|	4.30E-06		|	1.67E-04		|
|		4920		|	1.42E-06		|	5.60E-06		|	1.67E-04		|
|		4930		|	1.39E-06		|	4.73E-06		|	1.67E-04		|
|		4940		|	1.39E-06		|	4.31E-06		|	1.67E-04		|
|		4950		|	1.39E-06		|	5.88E-06		|	1.67E-04		|
|		4960		|	1.40E-06		|	6.50E-06		|	1.67E-04		|
|		4970		|	1.40E-06		|	5.64E-06		|	1.67E-04		|
|		4980		|	1.42E-06		|	5.63E-06		|	1.67E-04		|
|		4990		|	1.44E-06		|	6.45E-06		|	1.67E-04		|
|		5000		|	1.41E-06		|	4.75E-06		|	1.67E-04		|
|		5010		|	1.38E-06		|	4.59E-06		|	1.67E-04		|
|		5020		|	1.43E-06		|	4.88E-06		|	1.67E-04		|
|		5030		|	1.40E-06		|	4.30E-06		|	1.67E-04		|
|		5040		|	1.44E-06		|	4.41E-06		|	1.67E-04		|
|		5050		|	1.41E-06		|	5.77E-06		|	1.67E-04		|
|		5060		|	1.39E-06		|	5.61E-06		|	1.67E-04		|
|		5070		|	1.41E-06		|	4.61E-06		|	1.67E-04		|
|		5080		|	1.39E-06		|	5.22E-06		|	1.67E-04		|
|		5090		|	1.42E-06		|	5.39E-06		|	1.67E-04		|
|		5100		|	1.41E-06		|	4.58E-06		|	1.67E-04		|
|		5110		|	1.40E-06		|	6.49E-06		|	1.67E-04		|
|		5120		|	1.37E-06		|	6.08E-06		|	1.67E-04		|
|		5130		|	1.40E-06		|	5.79E-06		|	1.67E-04		|
|		5140		|	1.41E-06		|	6.42E-06		|	1.67E-04		|
|		5150		|	1.39E-06		|	4.59E-06		|	1.67E-04		|
|		5160		|	1.41E-06		|	4.57E-06		|	1.67E-04		|
|		5170		|	1.39E-06		|	4.42E-06		|	1.67E-04		|
|		5180		|	1.40E-06		|	4.28E-06		|	1.67E-04		|
|		5190		|	1.44E-06		|	4.25E-06		|	1.67E-04		|
|		5200		|	1.38E-06		|	4.96E-06		|	1.67E-04		|
|		5210		|	1.43E-06		|	5.37E-06		|	1.67E-04		|
|		5220		|	1.39E-06		|	4.75E-06		|	1.67E-04		|
|		5230		|	1.40E-06		|	6.05E-06		|	1.67E-04		|
|		5240		|	1.41E-06		|	6.07E-06		|	1.67E-04		|
|		5250		|	1.39E-06		|	5.03E-06		|	1.67E-04		|
|		5260		|	1.39E-06		|	4.33E-06		|	1.67E-04		|
|		5270		|	1.42E-06		|	6.14E-06		|	1.67E-04		|
|		5280		|	1.40E-06		|	4.71E-06		|	1.67E-04		|
|		5290		|	1.38E-06		|	4.51E-06		|	1.67E-04		|
|		5300		|	1.41E-06		|	5.37E-06		|	1.67E-04		|
|		5310		|	1.40E-06		|	4.41E-06		|	1.67E-04		|
|		5320		|	1.38E-06		|	5.22E-06		|	1.67E-04		|
|		5330		|	1.40E-06		|	4.75E-06		|	1.67E-04		|
|		5340		|	1.42E-06		|	5.69E-06		|	1.67E-04		|
|		5350		|	1.39E-06		|	5.38E-06		|	1.67E-04		|
|		5360		|	1.42E-06		|	4.29E-06		|	1.67E-04		|
|		5370		|	1.36E-06		|	4.42E-06		|	1.67E-04		|
|		5380		|	1.40E-06		|	4.52E-06		|	1.67E-04		|
|		5390		|	9.92E-07		|	4.43E-06		|	1.67E-04		|
|		5400		|	1.40E-06		|	6.31E-06		|	1.67E-04		|
|		5410		|	1.43E-06		|	5.18E-06		|	1.67E-04		|
|		5420		|	1.45E-06		|	6.34E-06		|	1.67E-04		|
|		5430		|	1.15E-06		|	6.52E-06		|	1.67E-04		|
|		5440		|	1.43E-06		|	5.77E-06		|	1.67E-04		|
|		5450		|	1.40E-06		|	5.57E-06		|	1.67E-04		|
|		5460		|	1.40E-06		|	4.41E-06		|	1.67E-04		|
|		5470		|	1.41E-06		|	5.78E-06		|	1.67E-04		|
|		5480		|	1.41E-06		|	6.00E-06		|	1.67E-04		|
|		5490		|	1.40E-06		|	5.06E-06		|	1.67E-04		|
|		5500		|	1.42E-06		|	4.38E-06		|	1.67E-04		|
|		5510		|	1.41E-06		|	4.71E-06		|	1.67E-04		|
|		5520		|	1.40E-06		|	4.97E-06		|	1.67E-04		|
|		5530		|	1.38E-06		|	4.40E-06		|	1.67E-04		|
|		5540		|	1.40E-06		|	6.13E-06		|	1.67E-04		|
|		5550		|	1.41E-06		|	6.33E-06		|	1.67E-04		|
|		5560		|	1.45E-06		|	6.56E-06		|	1.67E-04		|
|		5570		|	1.39E-06		|	5.70E-06		|	1.67E-04		|
|		5580		|	1.44E-06		|	5.29E-06		|	1.67E-04		|
|		5590		|	1.41E-06		|	6.14E-06		|	1.67E-04		|
|		5600		|	1.39E-06		|	4.38E-06		|	1.67E-04		|
|		5610		|	1.40E-06		|	5.01E-06		|	1.67E-04		|
|		5620		|	1.39E-06		|	5.40E-06		|	1.67E-04		|
|		5630		|	1.41E-06		|	5.40E-06		|	1.67E-04		|
|		5640		|	1.40E-06		|	4.92E-06		|	1.67E-04		|
|		5650		|	1.39E-06		|	5.25E-06		|	1.67E-04		|
|		5660		|	1.39E-06		|	4.83E-06		|	1.67E-04		|
|		5670		|	1.40E-06		|	6.35E-06		|	1.67E-04		|
|		5680		|	1.43E-06		|	4.67E-06		|	1.67E-04		|
|		5690		|	1.43E-06		|	4.80E-06		|	1.67E-04		|
|		5700		|	1.41E-06		|	4.52E-06		|	1.67E-04		|
|		5710		|	1.39E-06		|	6.46E-06		|	1.67E-04		|
|		5720		|	1.40E-06		|	5.23E-06		|	1.67E-04		|
|		5730		|	1.42E-06		|	4.49E-06		|	1.67E-04		|
|		5740		|	1.41E-06		|	4.85E-06		|	1.67E-04		|
|		5750		|	1.39E-06		|	4.56E-06		|	1.67E-04		|
|		5760		|	1.38E-06		|	4.59E-06		|	1.67E-04		|
|		5770		|	1.40E-06		|	6.51E-06		|	1.67E-04		|
|		5780		|	1.46E-06		|	4.71E-06		|	1.67E-04		|
|		5790		|	1.40E-06		|	4.46E-06		|	1.67E-04		|
|		5800		|	1.40E-06		|	4.48E-06		|	1.67E-04		|
|		5810		|	1.38E-06		|	4.39E-06		|	1.67E-04		|
|		5820		|	1.40E-06		|	4.55E-06		|	1.67E-04		|
|		5830		|	1.41E-06		|	5.31E-06		|	1.67E-04		|
|		5840		|	1.21E-06		|	4.78E-06		|	1.67E-04		|
|		5850		|	1.41E-06		|	5.40E-06		|	1.67E-04		|
|		5860		|	1.38E-06		|	4.26E-06		|	1.67E-04		|
|		5870		|	1.41E-06		|	4.33E-06		|	1.67E-04		|
|		5880		|	1.39E-06		|	4.37E-06		|	1.67E-04		|
|		5890		|	1.19E-06		|	6.40E-06		|	1.67E-04		|
|		5900		|	1.40E-06		|	4.62E-06		|	1.67E-04		|
|		5910		|	1.41E-06		|	5.38E-06		|	1.67E-04		|
|		5920		|	1.39E-06		|	5.74E-06		|	1.67E-04		|
|		5930		|	1.42E-06		|	5.54E-06		|	1.67E-04		|
|		5940		|	1.41E-06		|	4.82E-06		|	1.67E-04		|
|		5950		|	1.42E-06		|	5.20E-06		|	1.67E-04		|
|		5960		|	1.40E-06		|	5.18E-06		|	1.67E-04		|
|		5970		|	1.43E-06		|	5.39E-06		|	1.67E-04		|
|		5980		|	1.42E-06		|	4.26E-06		|	1.67E-04		|
|		5990		|	1.45E-06		|	4.46E-06		|	1.67E-04		|
|		6000		|	1.44E-06		|	4.89E-06		|	1.67E-04		|
|		6010		|	1.46E-06		|	6.28E-06		|	1.67E-04		|
|		6020		|	1.43E-06		|	5.39E-06		|	1.67E-04		|
|		6030		|	1.38E-06		|	4.76E-06		|	1.67E-04		|
|		6040		|	1.40E-06		|	5.09E-06		|	1.67E-04		|
|		6050		|	1.39E-06		|	5.07E-06		|	1.67E-04		|
|		6060		|	1.39E-06		|	4.46E-06		|	1.67E-04		|
|		6070		|	1.41E-06		|	6.21E-06		|	1.67E-04		|
|		6080		|	1.41E-06		|	4.91E-06		|	1.67E-04		|
|		6090		|	1.42E-06		|	5.92E-06		|	1.67E-04		|
|		6100		|	1.38E-06		|	5.47E-06		|	1.67E-04		|
|		6110		|	1.45E-06		|	6.33E-06		|	1.67E-04		|
|		6120		|	1.42E-06		|	5.11E-06		|	1.67E-04		|
|		6130		|	1.38E-06		|	4.32E-06		|	1.67E-04		|
|		6140		|	1.42E-06		|	6.46E-06		|	1.67E-04		|
|		6150		|	1.39E-06		|	4.31E-06		|	1.67E-04		|
|		6160		|	1.40E-06		|	4.39E-06		|	1.67E-04		|
|		6170		|	1.42E-06		|	4.45E-06		|	1.67E-04		|
|		6180		|	1.40E-06		|	4.46E-06		|	1.67E-04		|
|		6190		|	1.40E-06		|	4.54E-06		|	1.67E-04		|
|		6200		|	1.40E-06		|	4.36E-06		|	1.67E-04		|
|		6210		|	1.41E-06		|	6.18E-06		|	1.67E-04		|
|		6220		|	1.41E-06		|	5.31E-06		|	1.67E-04		|
|		6230		|	1.44E-06		|	4.49E-06		|	1.67E-04		|
|		6240		|	1.40E-06		|	4.65E-06		|	1.67E-04		|
|		6250		|	1.38E-06		|	4.32E-06		|	1.67E-04		|
|		6260		|	1.41E-06		|	5.47E-06		|	1.67E-04		|
|		6270		|	1.38E-06		|	4.18E-06		|	1.67E-04		|
|		6280		|	1.38E-06		|	5.97E-06		|	1.67E-04		|
|		6290		|	1.39E-06		|	4.55E-06		|	1.67E-04		|
|		6300		|	1.42E-06		|	6.43E-06		|	1.67E-04		|
|		6310		|	1.43E-06		|	5.57E-06		|	1.67E-04		|
|		6320		|	1.40E-06		|	4.88E-06		|	1.67E-04		|
|		6330		|	1.41E-06		|	4.63E-06		|	1.67E-04		|
|		6340		|	1.41E-06		|	5.11E-06		|	1.67E-04		|
|		6350		|	1.41E-06		|	4.57E-06		|	1.67E-04		|
|		6360		|	1.39E-06		|	4.55E-06		|	1.67E-04		|
|		6370		|	1.42E-06		|	4.52E-06		|	1.67E-04		|
|		6380		|	1.44E-06		|	6.33E-06		|	1.67E-04		|
|		6390		|	1.39E-06		|	5.28E-06		|	1.67E-04		|
|		6400		|	1.41E-06		|	4.35E-06		|	1.67E-04		|
|		6410		|	1.44E-06		|	6.29E-06		|	1.67E-04		|
|		6420		|	1.43E-06		|	5.20E-06		|	1.67E-04		|
|		6430		|	1.39E-06		|	5.05E-06		|	1.67E-04		|
|		6440		|	1.39E-06		|	5.44E-06		|	1.67E-04		|
|		6450		|	1.44E-06		|	5.33E-06		|	1.67E-04		|
|		6460		|	1.31E-06		|	4.14E-06		|	1.67E-04		|
|		6470		|	1.39E-06		|	4.35E-06		|	1.67E-04		|
|		6480		|	1.43E-06		|	4.47E-06		|	1.67E-04		|
|		6490		|	1.39E-06		|	4.85E-06		|	1.67E-04		|
|		6500		|	1.39E-06		|	4.34E-06		|	1.67E-04		|
|		6510		|	1.41E-06		|	5.33E-06		|	1.67E-04		|
|		6520		|	1.46E-06		|	4.50E-06		|	1.67E-04		|
|		6530		|	1.41E-06		|	4.72E-06		|	1.67E-04		|
|		6540		|	1.40E-06		|	5.97E-06		|	1.67E-04		|
|		6550		|	1.41E-06		|	4.53E-06		|	1.67E-04		|
|		6560		|	1.42E-06		|	5.54E-06		|	1.67E-04		|
|		6570		|	1.39E-06		|	5.65E-06		|	1.67E-04		|
|		6580		|	1.40E-06		|	4.26E-06		|	1.67E-04		|
|		6590		|	1.43E-06		|	5.59E-06		|	1.67E-04		|
|		6600		|	1.41E-06		|	4.74E-06		|	1.67E-04		|
|		6610		|	1.41E-06		|	5.94E-06		|	1.67E-04		|
|		6620		|	1.39E-06		|	4.01E-06		|	1.67E-04		|
|		6630		|	1.38E-06		|	4.68E-06		|	1.67E-04		|
|		6640		|	1.46E-06		|	4.49E-06		|	1.67E-04		|
|		6650		|	1.42E-06		|	6.50E-06		|	1.67E-04		|
|		6660		|	1.44E-06		|	5.52E-06		|	1.67E-04		|
|		6670		|	1.44E-06		|	4.52E-06		|	1.67E-04		|
|		6680		|	1.40E-06		|	4.64E-06		|	1.67E-04		|
|		6690		|	1.42E-06		|	4.38E-06		|	1.67E-04		|
|		6700		|	1.40E-06		|	4.51E-06		|	1.67E-04		|
|		6710		|	1.42E-06		|	6.28E-06		|	1.67E-04		|
|		6720		|	1.42E-06		|	4.88E-06		|	1.67E-04		|
|		6730		|	1.41E-06		|	4.99E-06		|	1.67E-04		|
|		6740		|	1.45E-06		|	6.42E-06		|	1.67E-04		|
|		6750		|	1.43E-06		|	4.61E-06		|	1.67E-04		|
|		6760		|	1.39E-06		|	4.83E-06		|	1.67E-04		|
|		6770		|	1.40E-06		|	5.01E-06		|	1.67E-04		|
|		6780		|	1.39E-06		|	4.21E-06		|	1.67E-04		|
|		6790		|	1.42E-06		|	4.49E-06		|	1.67E-04		|
|		6800		|	1.41E-06		|	4.85E-06		|	1.67E-04		|
|		6810		|	1.41E-06		|	4.27E-06		|	1.67E-04		|
|		6820		|	1.39E-06		|	4.79E-06		|	1.67E-04		|
|		6830		|	1.40E-06		|	4.53E-06		|	1.67E-04		|
|		6840		|	1.41E-06		|	4.54E-06		|	1.67E-04		|
|		6850		|	1.42E-06		|	5.94E-06		|	1.67E-04		|
|		6860		|	1.46E-06		|	5.95E-06		|	1.67E-04		|
|		6870		|	1.47E-06		|	4.31E-06		|	1.67E-04		|
|		6880		|	1.41E-06		|	4.87E-06		|	1.67E-04		|
|		6890		|	1.40E-06		|	4.96E-06		|	1.67E-04		|
|		6900		|	1.44E-06		|	6.10E-06		|	1.67E-04		|
|		6910		|	1.42E-06		|	4.58E-06		|	1.67E-04		|
|		6920		|	1.40E-06		|	5.48E-06		|	1.67E-04		|
|		6930		|	1.44E-06		|	4.18E-06		|	1.67E-04		|
|		6940		|	1.39E-06		|	4.82E-06		|	1.67E-04		|
|		6950		|	1.38E-06		|	4.26E-06		|	1.67E-04		|
|		6960		|	1.40E-06		|	4.46E-06		|	1.67E-04		|
|		6970		|	1.43E-06		|	5.60E-06		|	1.67E-04		|
|		6980		|	1.40E-06		|	4.90E-06		|	1.67E-04		|
|		6990		|	1.42E-06		|	5.95E-06		|	1.67E-04		|
|		7000		|	1.38E-06		|	5.34E-06		|	1.67E-04		|
|		7010		|	1.43E-06		|	6.09E-06		|	1.67E-04		|
|		7020		|	1.40E-06		|	4.61E-06		|	1.67E-04		|
|		7030		|	1.41E-06		|	5.02E-06		|	1.67E-04		|
|		7040		|	1.41E-06		|	5.27E-06		|	1.67E-04		|
|		7050		|	1.46E-06		|	5.62E-06		|	1.67E-04		|
|		7060		|	1.38E-06		|	4.31E-06		|	1.67E-04		|
|		7070		|	1.38E-06		|	4.30E-06		|	1.67E-04		|
|		7080		|	1.41E-06		|	4.30E-06		|	1.67E-04		|
|		7090		|	1.41E-06		|	4.72E-06		|	1.67E-04		|
|		7100		|	1.36E-06		|	5.83E-06		|	1.67E-04		|
|		7110		|	1.41E-06		|	4.52E-06		|	1.67E-04		|
|		7120		|	1.40E-06		|	6.37E-06		|	1.67E-04		|
|		7130		|	1.45E-06		|	4.51E-06		|	1.67E-04		|
|		7140		|	1.41E-06		|	4.50E-06		|	1.67E-04		|
|		7150		|	1.38E-06		|	4.89E-06		|	1.67E-04		|
|		7160		|	1.40E-06		|	4.67E-06		|	1.67E-04		|
|		7170		|	7.77E-07		|	4.96E-06		|	1.67E-04		|
|		7180		|	1.40E-06		|	4.66E-06		|	1.67E-04		|
|		7190		|	1.39E-06		|	5.96E-06		|	1.67E-04		|
|		7200		|	1.39E-06		|	5.33E-06		|	1.67E-04		|
|		7210		|	1.39E-06		|	5.84E-06		|	1.67E-04		|
|		7220		|	1.40E-06		|	4.29E-06		|	1.67E-04		|
|		7230		|	1.40E-06		|	4.55E-06		|	1.67E-04		|
|		7240		|	1.38E-06		|	5.98E-06		|	1.67E-04		|
|		7250		|	1.40E-06		|	4.89E-06		|	1.67E-04		|
|		7260		|	1.42E-06		|	4.61E-06		|	1.67E-04		|
|		7270		|	1.29E-06		|	4.17E-06		|	1.67E-04		|
|		7280		|	1.42E-06		|	6.54E-06		|	1.67E-04		|
|		7290		|	1.43E-06		|	4.88E-06		|	1.67E-04		|
|		7300		|	1.42E-06		|	6.13E-06		|	1.67E-04		|
|		7310		|	1.37E-06		|	4.42E-06		|	1.67E-04		|
|		7320		|	1.38E-06		|	6.00E-06		|	1.67E-04		|
|		7330		|	1.43E-06		|	4.41E-06		|	1.67E-04		|
|		7340		|	1.45E-06		|	5.21E-06		|	1.67E-04		|
|		7350		|	1.39E-06		|	4.13E-06		|	1.67E-04		|
|		7360		|	1.46E-06		|	4.53E-06		|	1.67E-04		|
|		7370		|	1.38E-06		|	5.05E-06		|	1.67E-04		|
|		7380		|	1.40E-06		|	5.21E-06		|	1.67E-04		|
|		7390		|	1.40E-06		|	4.27E-06		|	1.67E-04		|
|		7400		|	1.41E-06		|	4.42E-06		|	1.67E-04		|
|		7410		|	1.39E-06		|	5.83E-06		|	1.67E-04		|
|		7420		|	1.42E-06		|	4.36E-06		|	1.67E-04		|
|		7430		|	1.38E-06		|	5.30E-06		|	1.67E-04		|
|		7440		|	1.41E-06		|	5.90E-06		|	1.67E-04		|
|		7450		|	1.40E-06		|	4.77E-06		|	1.67E-04		|
|		7460		|	1.44E-06		|	4.36E-06		|	1.67E-04		|
|		7470		|	1.44E-06		|	6.30E-06		|	1.67E-04		|
|		7480		|	1.38E-06		|	5.84E-06		|	1.67E-04		|
|		7490		|	1.44E-06		|	6.13E-06		|	1.67E-04		|
|		7500		|	1.41E-06		|	4.52E-06		|	1.67E-04		|
|		7510		|	1.43E-06		|	4.88E-06		|	1.67E-04		|
|		7520		|	1.39E-06		|	4.50E-06		|	1.67E-04		|
|		7530		|	1.38E-06		|	6.25E-06		|	1.67E-04		|
|		7540		|	1.40E-06		|	6.21E-06		|	1.67E-04		|
|		7550		|	1.40E-06		|	5.51E-06		|	1.67E-04		|
|		7560		|	1.41E-06		|	5.94E-06		|	1.67E-04		|
|		7570		|	1.41E-06		|	5.17E-06		|	1.67E-04		|
|		7580		|	1.40E-06		|	5.80E-06		|	1.67E-04		|
|		7590		|	1.44E-06		|	4.49E-06		|	1.67E-04		|
|		7600		|	1.42E-06		|	4.39E-06		|	1.67E-04		|
|		7610		|	1.43E-06		|	5.21E-06		|	1.67E-04		|
|		7620		|	1.41E-06		|	4.50E-06		|	1.67E-04		|
|		7630		|	1.38E-06		|	5.11E-06		|	1.67E-04		|
|		7640		|	1.39E-06		|	5.98E-06		|	1.67E-04		|
|		7650		|	1.41E-06		|	4.28E-06		|	1.67E-04		|
|		7660		|	1.42E-06		|	5.31E-06		|	1.67E-04		|
|		7670		|	1.40E-06		|	6.41E-06		|	1.67E-04		|
|		7680		|	1.40E-06		|	6.47E-06		|	1.67E-04		|
